SaleID,DateTime,MachineID,LocationID,ProductID,ProductName,Category,Price,Quantity,TotalLine,PaymentType,Route,Region,City,Zone
S00171,2024-07-22 23:04:00,MAQ013,CLIENTE014,P006,Galletas,Snack,1000,1,1000,Efectivo,Ruta E,Biobío,Concepción,Sur
S00172,2024-04-24 17:06:00,MAQ004,CLIENTE011,P007,Café en lata,Bebida,1300,2,2600,Efectivo,Ruta C,Araucanía,Temuco,Sur
S00173,2024-11-19 03:46:00,MAQ011,CLIENTE049,P005,Barra de Cereal,Snack,800,1,800,QR,Ruta A,Región Metropolitana,Santiago,Centro
S00174,2024-04-23 23:14:00,MAQ009,CLIENTE003,P003,Agua Mineral,Bebida,900,3,2700,Tarjeta,Ruta A,Región Metropolitana,Santiago,Centro
S00175,2024-08-08 00:58:00,MAQ007,CLIENTE043,P010,Chocolate,Snack,1700,1,1700,Tarjeta,Ruta B,Región Metropolitana,Santiago,Centro
S00176,2024-05-31 20:10:00,MAQ011,CLIENTE033,P002,Pepsi,Bebida,1100,1,1100,Tarjeta,Ruta D,Región Metropolitana,Santiago,Centro
S00177,2024-03-02 13:37:00,MAQ019,CLIENTE005,P007,Café en lata,Bebida,1300,2,2600,QR,Ruta B,Región Metropolitana,Santiago,Centro
S00178,2024-11-30 19:42:00,MAQ015,CLIENTE041,P009,Jugo Natural,Bebida,1400,2,2800,Efectivo,Ruta A,Región Metropolitana,Santiago,Centro
S00179,2024-04-26 11:34:00,MAQ005,CLIENTE004,P010,Chocolate,Snack,1700,2,3400,Tarjeta,Ruta E,Antofagasta,Antofagasta,Norte
S00180,2024-07-01 04:36:00,MAQ007,CLIENTE032,P003,Agua Mineral,Bebida,900,2,1800,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00181,2024-01-30 12:36:00,MAQ011,CLIENTE038,P007,Café en lata,Bebida,1300,1,1300,QR,Ruta A,Región Metropolitana,Santiago,Centro
S00182,2024-12-22 05:46:00,MAQ011,CLIENTE036,P007,Café en lata,Bebida,1300,3,3900,Tarjeta,Ruta D,Araucanía,Temuco,Sur
S00183,2024-02-14 23:36:00,MAQ013,CLIENTE025,P006,Galletas,Snack,1000,3,3000,QR,Ruta A,Biobío,Concepción,Sur
S00184,2024-04-26 23:08:00,MAQ015,CLIENTE014,P008,Energética,Bebida,1600,2,3200,QR,Ruta A,Antofagasta,Antofagasta,Norte
S00185,2024-04-25 14:26:00,MAQ017,CLIENTE010,P008,Energética,Bebida,1600,3,4800,Efectivo,Ruta D,Región Metropolitana,Santiago,Centro
S00186,2024-11-07 06:45:00,MAQ013,CLIENTE033,P005,Barra de Cereal,Snack,800,2,1600,Tarjeta,Ruta C,Araucanía,Temuco,Sur
S00187,2024-01-10 04:54:00,MAQ009,CLIENTE019,P005,Barra de Cereal,Snack,800,1,800,Tarjeta,Ruta D,Región Metropolitana,Santiago,Centro
S00188,2024-01-19 06:00:00,MAQ008,CLIENTE046,P009,Jugo Natural,Bebida,1400,1,1400,Efectivo,Ruta D,Antofagasta,Antofagasta,Norte
S00189,2024-01-14 17:48:00,MAQ017,CLIENTE015,P005,Barra de Cereal,Snack,800,2,1600,QR,Ruta A,Región Metropolitana,Santiago,Centro
S00190,2024-11-16 14:50:00,MAQ018,CLIENTE003,P004,Papas Fritas,Snack,1500,3,4500,Tarjeta,Ruta C,Región Metropolitana,Santiago,Centro
S00191,2024-09-29 11:11:00,MAQ013,CLIENTE017,P008,Energética,Bebida,1600,1,1600,Tarjeta,Ruta D,Valparaíso,Viña del Mar,Costa
S00192,2024-12-18 21:50:00,MAQ002,CLIENTE022,P010,Chocolate,Snack,1700,2,3400,QR,Ruta A,Antofagasta,Antofagasta,Norte
S00193,2024-02-19 06:01:00,MAQ007,CLIENTE050,P001,Coca-Cola,Bebida,1200,2,2400,QR,Ruta B,Araucanía,Temuco,Sur
S00194,2024-08-04 02:33:00,MAQ012,CLIENTE042,P001,Coca-Cola,Bebida,1200,2,2400,QR,Ruta D,Biobío,Concepción,Sur
S00195,2024-06-10 20:37:00,MAQ015,CLIENTE033,P002,Pepsi,Bebida,1100,3,3300,QR,Ruta A,Araucanía,Temuco,Sur
S00196,2024-05-14 23:57:00,MAQ014,CLIENTE037,P007,Café en lata,Bebida,1300,2,2600,Tarjeta,Ruta A,Valparaíso,Viña del Mar,Costa
S00197,2024-07-24 07:26:00,MAQ007,CLIENTE025,P001,Coca-Cola,Bebida,1200,1,1200,Efectivo,Ruta C,Antofagasta,Antofagasta,Norte
S00198,2024-08-17 08:04:00,MAQ001,CLIENTE044,P007,Café en lata,Bebida,1300,2,2600,Tarjeta,Ruta A,Valparaíso,Viña del Mar,Costa
S00199,2024-04-23 02:46:00,MAQ012,CLIENTE029,P004,Papas Fritas,Snack,1500,3,4500,Efectivo,Ruta B,Biobío,Concepción,Sur
S00200,2024-02-18 04:15:00,MAQ009,CLIENTE042,P004,Papas Fritas,Snack,1500,1,1500,Tarjeta,Ruta E,Valparaíso,Viña del Mar,Costa
S00201,2024-05-21 08:17:00,MAQ002,CLIENTE019,P007,Café en lata,Bebida,1300,3,3900,QR,Ruta A,Araucanía,Temuco,Sur
S00202,2024-09-07 12:15:00,MAQ004,CLIENTE005,P009,Jugo Natural,Bebida,1400,1,1400,Efectivo,Ruta E,Antofagasta,Antofagasta,Norte
S00203,2024-08-04 14:44:00,MAQ015,CLIENTE019,P004,Papas Fritas,Snack,1500,3,4500,Efectivo,Ruta D,Antofagasta,Antofagasta,Norte
S00204,2024-02-23 14:54:00,MAQ003,CLIENTE047,P007,Café en lata,Bebida,1300,3,3900,QR,Ruta D,Antofagasta,Antofagasta,Norte
S00205,2024-03-04 06:15:00,MAQ013,CLIENTE032,P006,Galletas,Snack,1000,2,2000,QR,Ruta B,Valparaíso,Viña del Mar,Costa
S00206,2024-03-13 14:28:00,MAQ018,CLIENTE042,P010,Chocolate,Snack,1700,1,1700,Tarjeta,Ruta C,Región Metropolitana,Santiago,Centro
S00207,2024-08-14 04:44:00,MAQ017,CLIENTE006,P008,Energética,Bebida,1600,3,4800,Efectivo,Ruta A,Región Metropolitana,Santiago,Centro
S00208,2024-10-30 21:11:00,MAQ018,CLIENTE003,P004,Papas Fritas,Snack,1500,1,1500,QR,Ruta A,Biobío,Concepción,Sur
S00209,2024-01-27 19:57:00,MAQ015,CLIENTE009,P009,Jugo Natural,Bebida,1400,2,2800,QR,Ruta C,Región Metropolitana,Santiago,Centro
S00210,2024-12-13 17:43:00,MAQ010,CLIENTE046,P002,Pepsi,Bebida,1100,2,2200,Efectivo,Ruta D,Antofagasta,Antofagasta,Norte
S00211,2024-04-24 09:39:00,MAQ001,CLIENTE005,P001,Coca-Cola,Bebida,1200,2,2400,Tarjeta,Ruta D,Antofagasta,Antofagasta,Norte
S00212,2024-02-14 22:50:00,MAQ010,CLIENTE016,P006,Galletas,Snack,1000,3,3000,Efectivo,Ruta B,Región Metropolitana,Santiago,Centro
S00213,2024-12-14 13:20:00,MAQ008,CLIENTE024,P009,Jugo Natural,Bebida,1400,2,2800,QR,Ruta B,Antofagasta,Antofagasta,Norte
S00214,2024-04-21 04:01:00,MAQ004,CLIENTE034,P009,Jugo Natural,Bebida,1400,2,2800,QR,Ruta D,Región Metropolitana,Santiago,Centro
S00215,2024-07-23 04:38:00,MAQ013,CLIENTE033,P008,Energética,Bebida,1600,3,4800,QR,Ruta E,Antofagasta,Antofagasta,Norte
S00216,2024-04-05 19:38:00,MAQ020,CLIENTE012,P009,Jugo Natural,Bebida,1400,1,1400,Tarjeta,Ruta D,Biobío,Concepción,Sur
S00217,2024-01-09 03:01:00,MAQ010,CLIENTE007,P005,Barra de Cereal,Snack,800,3,2400,Efectivo,Ruta A,Antofagasta,Antofagasta,Norte
S00218,2024-09-07 09:05:00,MAQ012,CLIENTE032,P001,Coca-Cola,Bebida,1200,2,2400,Efectivo,Ruta E,Araucanía,Temuco,Sur
S00219,2024-01-09 04:45:00,MAQ011,CLIENTE030,P007,Café en lata,Bebida,1300,2,2600,QR,Ruta E,Valparaíso,Viña del Mar,Costa
S00220,2024-02-25 05:44:00,MAQ009,CLIENTE037,P006,Galletas,Snack,1000,3,3000,Tarjeta,Ruta D,Araucanía,Temuco,Sur
S00221,2024-03-02 22:52:00,MAQ019,CLIENTE039,P010,Chocolate,Snack,1700,2,3400,Efectivo,Ruta C,Valparaíso,Viña del Mar,Costa
S00222,2024-06-12 21:38:00,MAQ009,CLIENTE026,P010,Chocolate,Snack,1700,3,5100,Efectivo,Ruta A,Valparaíso,Viña del Mar,Costa
S00223,2024-05-20 12:08:00,MAQ013,CLIENTE027,P002,Pepsi,Bebida,1100,2,2200,Tarjeta,Ruta E,Antofagasta,Antofagasta,Norte
S00224,2024-01-14 08:54:00,MAQ017,CLIENTE012,P007,Café en lata,Bebida,1300,3,3900,Efectivo,Ruta D,Antofagasta,Antofagasta,Norte
S00225,2024-04-15 17:18:00,MAQ006,CLIENTE030,P010,Chocolate,Snack,1700,2,3400,QR,Ruta C,Antofagasta,Antofagasta,Norte
S00226,2024-03-25 07:48:00,MAQ012,CLIENTE035,P002,Pepsi,Bebida,1100,1,1100,Efectivo,Ruta C,Araucanía,Temuco,Sur
S00227,2024-07-02 07:22:00,MAQ003,CLIENTE032,P010,Chocolate,Snack,1700,1,1700,Efectivo,Ruta C,Antofagasta,Antofagasta,Norte
S00228,2024-08-29 00:47:00,MAQ020,CLIENTE006,P004,Papas Fritas,Snack,1500,1,1500,QR,Ruta C,Araucanía,Temuco,Sur
S00229,2024-05-01 12:00:00,MAQ003,CLIENTE005,P009,Jugo Natural,Bebida,1400,1,1400,Tarjeta,Ruta D,Biobío,Concepción,Sur
S00230,2024-11-14 21:58:00,MAQ008,CLIENTE028,P004,Papas Fritas,Snack,1500,3,4500,Tarjeta,Ruta B,Región Metropolitana,Santiago,Centro
S00231,2024-04-11 12:43:00,MAQ006,CLIENTE042,P009,Jugo Natural,Bebida,1400,3,4200,Tarjeta,Ruta C,Antofagasta,Antofagasta,Norte
S00232,2024-06-29 02:06:00,MAQ018,CLIENTE049,P005,Barra de Cereal,Snack,800,3,2400,Tarjeta,Ruta E,Araucanía,Temuco,Sur
S00233,2024-11-21 11:39:00,MAQ011,CLIENTE016,P009,Jugo Natural,Bebida,1400,1,1400,Tarjeta,Ruta C,Araucanía,Temuco,Sur
S00234,2024-01-23 03:27:00,MAQ005,CLIENTE038,P010,Chocolate,Snack,1700,1,1700,Tarjeta,Ruta D,Valparaíso,Viña del Mar,Costa
S00235,2024-12-09 14:15:00,MAQ011,CLIENTE048,P001,Coca-Cola,Bebida,1200,1,1200,Tarjeta,Ruta E,Biobío,Concepción,Sur
S00236,2024-04-12 17:24:00,MAQ014,CLIENTE022,P008,Energética,Bebida,1600,1,1600,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00237,2024-05-23 03:13:00,MAQ013,CLIENTE019,P001,Coca-Cola,Bebida,1200,2,2400,Tarjeta,Ruta B,Biobío,Concepción,Sur
S00238,2024-08-08 18:09:00,MAQ008,CLIENTE012,P008,Energética,Bebida,1600,1,1600,Tarjeta,Ruta D,Valparaíso,Viña del Mar,Costa
S00239,2024-04-19 03:52:00,MAQ011,CLIENTE033,P010,Chocolate,Snack,1700,1,1700,Tarjeta,Ruta D,Antofagasta,Antofagasta,Norte
S00240,2024-02-28 19:49:00,MAQ015,CLIENTE009,P009,Jugo Natural,Bebida,1400,3,4200,Tarjeta,Ruta E,Región Metropolitana,Santiago,Centro
S00241,2024-08-11 20:34:00,MAQ019,CLIENTE049,P001,Coca-Cola,Bebida,1200,2,2400,Tarjeta,Ruta C,Biobío,Concepción,Sur
S00242,2024-09-18 03:01:00,MAQ002,CLIENTE027,P003,Agua Mineral,Bebida,900,3,2700,QR,Ruta C,Araucanía,Temuco,Sur
S00243,2024-11-28 05:16:00,MAQ008,CLIENTE005,P009,Jugo Natural,Bebida,1400,3,4200,QR,Ruta C,Biobío,Concepción,Sur
S00244,2024-05-28 05:13:00,MAQ018,CLIENTE047,P002,Pepsi,Bebida,1100,3,3300,QR,Ruta E,Valparaíso,Viña del Mar,Costa
S00245,2024-03-21 06:34:00,MAQ006,CLIENTE042,P004,Papas Fritas,Snack,1500,2,3000,Efectivo,Ruta C,Araucanía,Temuco,Sur
S00246,2024-06-26 20:21:00,MAQ008,CLIENTE024,P009,Jugo Natural,Bebida,1400,2,2800,QR,Ruta A,Araucanía,Temuco,Sur
S00247,2024-08-16 13:52:00,MAQ005,CLIENTE013,P005,Barra de Cereal,Snack,800,1,800,QR,Ruta D,Biobío,Concepción,Sur
S00248,2024-11-25 11:29:00,MAQ001,CLIENTE010,P003,Agua Mineral,Bebida,900,3,2700,Efectivo,Ruta D,Valparaíso,Viña del Mar,Costa
S00249,2024-12-22 04:32:00,MAQ019,CLIENTE009,P009,Jugo Natural,Bebida,1400,3,4200,Tarjeta,Ruta E,Biobío,Concepción,Sur
S00250,2024-03-15 17:03:00,MAQ010,CLIENTE003,P008,Energética,Bebida,1600,3,4800,Tarjeta,Ruta D,Biobío,Concepción,Sur
S00251,2024-08-01 18:57:00,MAQ018,CLIENTE014,P010,Chocolate,Snack,1700,2,3400,Tarjeta,Ruta C,Araucanía,Temuco,Sur
S00252,2024-01-04 22:03:00,MAQ005,CLIENTE033,P008,Energética,Bebida,1600,3,4800,Efectivo,Ruta E,Antofagasta,Antofagasta,Norte
S00253,2024-06-21 05:17:00,MAQ013,CLIENTE014,P006,Galletas,Snack,1000,3,3000,QR,Ruta C,Valparaíso,Viña del Mar,Costa
S00254,2024-03-14 04:20:00,MAQ007,CLIENTE025,P005,Barra de Cereal,Snack,800,1,800,Tarjeta,Ruta C,Araucanía,Temuco,Sur
S00255,2024-03-07 07:10:00,MAQ005,CLIENTE045,P009,Jugo Natural,Bebida,1400,3,4200,Tarjeta,Ruta A,Región Metropolitana,Santiago,Centro
S00256,2024-08-16 00:12:00,MAQ011,CLIENTE025,P009,Jugo Natural,Bebida,1400,3,4200,Tarjeta,Ruta B,Araucanía,Temuco,Sur
S00257,2024-08-18 10:19:00,MAQ013,CLIENTE019,P008,Energética,Bebida,1600,1,1600,QR,Ruta A,Valparaíso,Viña del Mar,Costa
S00258,2024-01-31 07:29:00,MAQ012,CLIENTE015,P009,Jugo Natural,Bebida,1400,1,1400,Tarjeta,Ruta E,Biobío,Concepción,Sur
S00259,2024-09-12 15:57:00,MAQ003,CLIENTE046,P008,Energética,Bebida,1600,2,3200,Tarjeta,Ruta C,Araucanía,Temuco,Sur
S00260,2024-09-22 07:51:00,MAQ011,CLIENTE025,P002,Pepsi,Bebida,1100,1,1100,Tarjeta,Ruta E,Biobío,Concepción,Sur
S00261,2024-04-05 22:11:00,MAQ020,CLIENTE016,P009,Jugo Natural,Bebida,1400,2,2800,Efectivo,Ruta E,Valparaíso,Viña del Mar,Costa
S00262,2024-09-17 16:07:00,MAQ009,CLIENTE042,P004,Papas Fritas,Snack,1500,3,4500,QR,Ruta D,Biobío,Concepción,Sur
S00263,2024-02-09 05:21:00,MAQ013,CLIENTE002,P003,Agua Mineral,Bebida,900,3,2700,QR,Ruta D,Antofagasta,Antofagasta,Norte
S00264,2024-12-26 12:22:00,MAQ017,CLIENTE046,P009,Jugo Natural,Bebida,1400,1,1400,Tarjeta,Ruta A,Biobío,Concepción,Sur
S00265,2024-06-14 15:54:00,MAQ009,CLIENTE028,P009,Jugo Natural,Bebida,1400,3,4200,Efectivo,Ruta E,Valparaíso,Viña del Mar,Costa
S00266,2024-02-09 14:12:00,MAQ017,CLIENTE004,P008,Energética,Bebida,1600,2,3200,QR,Ruta A,Región Metropolitana,Santiago,Centro
S00267,2024-06-26 12:45:00,MAQ013,CLIENTE029,P006,Galletas,Snack,1000,1,1000,Tarjeta,Ruta B,Biobío,Concepción,Sur
S00268,2024-10-01 04:08:00,MAQ020,CLIENTE040,P007,Café en lata,Bebida,1300,2,2600,Efectivo,Ruta C,Biobío,Concepción,Sur
S00269,2024-04-24 05:17:00,MAQ020,CLIENTE006,P010,Chocolate,Snack,1700,1,1700,QR,Ruta A,Valparaíso,Viña del Mar,Costa
S00270,2024-05-28 23:22:00,MAQ014,CLIENTE008,P001,Coca-Cola,Bebida,1200,3,3600,Efectivo,Ruta E,Valparaíso,Viña del Mar,Costa
S00271,2024-12-25 14:29:00,MAQ002,CLIENTE047,P006,Galletas,Snack,1000,3,3000,QR,Ruta C,Antofagasta,Antofagasta,Norte
S00272,2024-09-22 04:08:00,MAQ004,CLIENTE026,P002,Pepsi,Bebida,1100,3,3300,Tarjeta,Ruta E,Región Metropolitana,Santiago,Centro
S00273,2024-05-27 22:32:00,MAQ012,CLIENTE011,P010,Chocolate,Snack,1700,1,1700,Efectivo,Ruta B,Araucanía,Temuco,Sur
S00274,2024-06-24 04:25:00,MAQ004,CLIENTE033,P008,Energética,Bebida,1600,1,1600,QR,Ruta D,Biobío,Concepción,Sur
S00275,2024-03-25 02:34:00,MAQ001,CLIENTE010,P010,Chocolate,Snack,1700,2,3400,Tarjeta,Ruta C,Araucanía,Temuco,Sur
S00276,2024-07-24 00:28:00,MAQ015,CLIENTE012,P004,Papas Fritas,Snack,1500,3,4500,Efectivo,Ruta B,Araucanía,Temuco,Sur
S00277,2024-04-17 14:15:00,MAQ020,CLIENTE026,P003,Agua Mineral,Bebida,900,1,900,Tarjeta,Ruta C,Biobío,Concepción,Sur
S00278,2024-11-27 12:55:00,MAQ019,CLIENTE043,P001,Coca-Cola,Bebida,1200,1,1200,Efectivo,Ruta A,Araucanía,Temuco,Sur
S00279,2024-10-21 17:41:00,MAQ016,CLIENTE021,P009,Jugo Natural,Bebida,1400,1,1400,Efectivo,Ruta B,Biobío,Concepción,Sur
S00280,2024-06-23 17:33:00,MAQ002,CLIENTE044,P003,Agua Mineral,Bebida,900,1,900,QR,Ruta E,Región Metropolitana,Santiago,Centro
S00281,2024-05-28 18:24:00,MAQ006,CLIENTE038,P001,Coca-Cola,Bebida,1200,3,3600,Tarjeta,Ruta D,Valparaíso,Viña del Mar,Costa
S00282,2024-01-17 13:36:00,MAQ009,CLIENTE008,P008,Energética,Bebida,1600,1,1600,QR,Ruta C,Biobío,Concepción,Sur
S00283,2024-08-07 21:39:00,MAQ017,CLIENTE011,P001,Coca-Cola,Bebida,1200,3,3600,Efectivo,Ruta D,Araucanía,Temuco,Sur
S00284,2024-03-26 17:16:00,MAQ005,CLIENTE010,P004,Papas Fritas,Snack,1500,3,4500,Tarjeta,Ruta A,Araucanía,Temuco,Sur
S00285,2024-03-28 11:14:00,MAQ019,CLIENTE022,P004,Papas Fritas,Snack,1500,1,1500,Tarjeta,Ruta B,Valparaíso,Viña del Mar,Costa
S00286,2024-06-22 15:16:00,MAQ020,CLIENTE037,P006,Galletas,Snack,1000,1,1000,Efectivo,Ruta E,Araucanía,Temuco,Sur
S00287,2024-01-21 14:02:00,MAQ018,CLIENTE027,P003,Agua Mineral,Bebida,900,2,1800,Tarjeta,Ruta D,Araucanía,Temuco,Sur
S00288,2024-06-08 18:50:00,MAQ004,CLIENTE015,P008,Energética,Bebida,1600,1,1600,Efectivo,Ruta C,Antofagasta,Antofagasta,Norte
S00289,2024-07-25 09:41:00,MAQ017,CLIENTE020,P007,Café en lata,Bebida,1300,2,2600,Tarjeta,Ruta B,Araucanía,Temuco,Sur
S00290,2024-08-17 21:05:00,MAQ019,CLIENTE039,P003,Agua Mineral,Bebida,900,2,1800,Tarjeta,Ruta B,Valparaíso,Viña del Mar,Costa
S00291,2024-05-09 01:50:00,MAQ010,CLIENTE027,P002,Pepsi,Bebida,1100,3,3300,Efectivo,Ruta B,Región Metropolitana,Santiago,Centro
S00292,2024-06-14 00:49:00,MAQ011,CLIENTE030,P009,Jugo Natural,Bebida,1400,2,2800,Tarjeta,Ruta E,Biobío,Concepción,Sur
S00293,2024-10-22 22:51:00,MAQ016,CLIENTE048,P002,Pepsi,Bebida,1100,1,1100,Efectivo,Ruta E,Biobío,Concepción,Sur
S00294,2024-03-07 06:28:00,MAQ005,CLIENTE038,P005,Barra de Cereal,Snack,800,2,1600,Tarjeta,Ruta D,Antofagasta,Antofagasta,Norte
S00295,2024-05-23 10:57:00,MAQ010,CLIENTE020,P002,Pepsi,Bebida,1100,3,3300,QR,Ruta B,Región Metropolitana,Santiago,Centro
S00296,2024-09-27 01:00:00,MAQ009,CLIENTE011,P001,Coca-Cola,Bebida,1200,3,3600,QR,Ruta C,Valparaíso,Viña del Mar,Costa
S00297,2024-10-17 23:33:00,MAQ011,CLIENTE032,P009,Jugo Natural,Bebida,1400,1,1400,Tarjeta,Ruta C,Biobío,Concepción,Sur
S00298,2024-09-01 16:04:00,MAQ014,CLIENTE016,P007,Café en lata,Bebida,1300,3,3900,Efectivo,Ruta E,Araucanía,Temuco,Sur
S00299,2024-03-11 09:08:00,MAQ015,CLIENTE016,P010,Chocolate,Snack,1700,3,5100,QR,Ruta B,Biobío,Concepción,Sur
S00300,2024-02-17 23:38:00,MAQ014,CLIENTE007,P006,Galletas,Snack,1000,2,2000,Tarjeta,Ruta B,Región Metropolitana,Santiago,Centro
S00301,2024-02-22 21:38:00,MAQ001,CLIENTE007,P003,Agua Mineral,Bebida,900,1,900,Tarjeta,Ruta A,Valparaíso,Viña del Mar,Costa
S00302,2024-03-04 08:06:00,MAQ020,CLIENTE008,P001,Coca-Cola,Bebida,1200,1,1200,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00303,2024-01-01 11:52:00,MAQ001,CLIENTE008,P005,Barra de Cereal,Snack,800,2,1600,Efectivo,Ruta B,Biobío,Concepción,Sur
S00304,2024-04-05 19:36:00,MAQ005,CLIENTE011,P001,Coca-Cola,Bebida,1200,1,1200,Tarjeta,Ruta E,Región Metropolitana,Santiago,Centro
S00305,2024-03-16 20:35:00,MAQ007,CLIENTE041,P005,Barra de Cereal,Snack,800,1,800,Tarjeta,Ruta E,Biobío,Concepción,Sur
S00306,2024-11-22 07:58:00,MAQ017,CLIENTE020,P006,Galletas,Snack,1000,1,1000,Efectivo,Ruta B,Araucanía,Temuco,Sur
S00307,2024-06-08 05:52:00,MAQ017,CLIENTE032,P006,Galletas,Snack,1000,1,1000,Efectivo,Ruta C,Araucanía,Temuco,Sur
S00308,2024-07-18 18:14:00,MAQ005,CLIENTE012,P005,Barra de Cereal,Snack,800,3,2400,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00309,2024-06-18 14:10:00,MAQ011,CLIENTE006,P005,Barra de Cereal,Snack,800,1,800,Tarjeta,Ruta B,Biobío,Concepción,Sur
S00310,2024-10-25 01:25:00,MAQ001,CLIENTE007,P003,Agua Mineral,Bebida,900,1,900,Efectivo,Ruta C,Valparaíso,Viña del Mar,Costa
S00311,2024-11-08 10:11:00,MAQ012,CLIENTE045,P007,Café en lata,Bebida,1300,2,2600,QR,Ruta D,Araucanía,Temuco,Sur
S00312,2024-06-20 05:02:00,MAQ010,CLIENTE019,P005,Barra de Cereal,Snack,800,1,800,Tarjeta,Ruta D,Antofagasta,Antofagasta,Norte
S00313,2024-02-26 04:06:00,MAQ014,CLIENTE035,P001,Coca-Cola,Bebida,1200,1,1200,Tarjeta,Ruta A,Valparaíso,Viña del Mar,Costa
S00314,2024-08-26 07:02:00,MAQ012,CLIENTE045,P009,Jugo Natural,Bebida,1400,3,4200,QR,Ruta C,Biobío,Concepción,Sur
S00315,2024-02-18 21:03:00,MAQ012,CLIENTE035,P010,Chocolate,Snack,1700,3,5100,Tarjeta,Ruta A,Región Metropolitana,Santiago,Centro
S00316,2024-01-16 12:20:00,MAQ013,CLIENTE048,P003,Agua Mineral,Bebida,900,1,900,Efectivo,Ruta D,Biobío,Concepción,Sur
S00317,2024-01-21 04:40:00,MAQ013,CLIENTE002,P006,Galletas,Snack,1000,2,2000,Tarjeta,Ruta D,Región Metropolitana,Santiago,Centro
S00318,2024-01-26 04:06:00,MAQ008,CLIENTE017,P002,Pepsi,Bebida,1100,2,2200,QR,Ruta B,Araucanía,Temuco,Sur
S00319,2024-05-28 01:23:00,MAQ016,CLIENTE009,P002,Pepsi,Bebida,1100,2,2200,Tarjeta,Ruta E,Araucanía,Temuco,Sur
S00320,2024-07-27 12:28:00,MAQ013,CLIENTE021,P010,Chocolate,Snack,1700,2,3400,Efectivo,Ruta B,Araucanía,Temuco,Sur
S00321,2024-03-11 08:33:00,MAQ001,CLIENTE007,P003,Agua Mineral,Bebida,900,3,2700,Tarjeta,Ruta D,Araucanía,Temuco,Sur
S00322,2024-01-10 10:15:00,MAQ019,CLIENTE027,P009,Jugo Natural,Bebida,1400,2,2800,QR,Ruta D,Región Metropolitana,Santiago,Centro
S00323,2024-06-19 18:37:00,MAQ018,CLIENTE049,P008,Energética,Bebida,1600,1,1600,QR,Ruta C,Biobío,Concepción,Sur
S00324,2024-08-02 07:06:00,MAQ001,CLIENTE050,P010,Chocolate,Snack,1700,3,5100,Tarjeta,Ruta A,Antofagasta,Antofagasta,Norte
S00325,2024-11-18 12:52:00,MAQ017,CLIENTE042,P003,Agua Mineral,Bebida,900,3,2700,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00326,2024-06-16 21:19:00,MAQ001,CLIENTE039,P001,Coca-Cola,Bebida,1200,1,1200,Tarjeta,Ruta A,Antofagasta,Antofagasta,Norte
S00327,2024-05-28 15:39:00,MAQ016,CLIENTE016,P002,Pepsi,Bebida,1100,1,1100,Efectivo,Ruta E,Región Metropolitana,Santiago,Centro
S00328,2024-07-17 03:08:00,MAQ015,CLIENTE014,P009,Jugo Natural,Bebida,1400,1,1400,Efectivo,Ruta C,Región Metropolitana,Santiago,Centro
S00329,2024-07-06 13:59:00,MAQ007,CLIENTE049,P001,Coca-Cola,Bebida,1200,3,3600,Tarjeta,Ruta D,Región Metropolitana,Santiago,Centro
S00330,2024-02-26 12:34:00,MAQ016,CLIENTE007,P001,Coca-Cola,Bebida,1200,2,2400,QR,Ruta E,Valparaíso,Viña del Mar,Costa
S00331,2024-04-03 08:52:00,MAQ018,CLIENTE046,P009,Jugo Natural,Bebida,1400,3,4200,Efectivo,Ruta A,Valparaíso,Viña del Mar,Costa
S00332,2024-08-24 16:50:00,MAQ001,CLIENTE050,P002,Pepsi,Bebida,1100,2,2200,Tarjeta,Ruta B,Araucanía,Temuco,Sur
S00333,2024-08-22 15:55:00,MAQ004,CLIENTE033,P004,Papas Fritas,Snack,1500,2,3000,QR,Ruta E,Antofagasta,Antofagasta,Norte
S00334,2024-08-21 17:15:00,MAQ011,CLIENTE037,P007,Café en lata,Bebida,1300,1,1300,QR,Ruta C,Región Metropolitana,Santiago,Centro
S00335,2024-05-27 18:09:00,MAQ014,CLIENTE046,P005,Barra de Cereal,Snack,800,3,2400,Efectivo,Ruta B,Araucanía,Temuco,Sur
S00336,2024-08-07 09:25:00,MAQ005,CLIENTE007,P001,Coca-Cola,Bebida,1200,3,3600,QR,Ruta D,Biobío,Concepción,Sur
S00337,2024-05-10 13:26:00,MAQ016,CLIENTE004,P002,Pepsi,Bebida,1100,2,2200,QR,Ruta B,Antofagasta,Antofagasta,Norte
S00338,2024-07-04 05:31:00,MAQ018,CLIENTE022,P006,Galletas,Snack,1000,3,3000,QR,Ruta D,Región Metropolitana,Santiago,Centro
S00339,2024-03-04 18:10:00,MAQ020,CLIENTE001,P008,Energética,Bebida,1600,3,4800,Tarjeta,Ruta C,Biobío,Concepción,Sur
S00340,2024-09-20 15:25:00,MAQ002,CLIENTE031,P010,Chocolate,Snack,1700,1,1700,Tarjeta,Ruta D,Antofagasta,Antofagasta,Norte
S00341,2024-07-16 13:19:00,MAQ008,CLIENTE043,P005,Barra de Cereal,Snack,800,3,2400,QR,Ruta B,Araucanía,Temuco,Sur
